index,time,location,account,message,hour
6269,2020-04-06 16:47:00,Chapparal,HoldsJonathan_IacobelliDog,re: Tickets are still available for the Lacki Dasicle April 8th concert in the Old Town Theater. Lacki will perform her new hit I quake when I hear your voice.,2020-04-06 16:00:00
6331,2020-04-06 16:52:00,Terrapin Springs,Ruth1956Washington,re: Tickets are still available for the Lacki Dasicle April 8th concert in the Old Town Theater. Lacki will perform her new hit I quake when I hear your voice.,2020-04-06 16:00:00
6365,2020-04-06 16:56:00,Downtown,FamousWatsonIcecream,re: Tickets are still available for the Lacki Dasicle April 8th concert in the Old Town Theater. Lacki will perform her new hit I quake when I hear your voice.,2020-04-06 16:00:00
6382,2020-04-06 16:58:00,Scenic Vista,FFuriousF,absolutely need to snatch rumble after that earthquake!,2020-04-06 16:00:00
6520,2020-04-06 17:11:00,Weston,A98Chavarria,re: Tickets are still available for the Lacki Dasicle April 8th concert in the Old Town Theater. Lacki will perform her new hit I quake when I hear your voice.,2020-04-06 17:00:00
6629,2020-04-06 17:23:00,Chapparal,Chad_BarronMouse1962,clearly going to download rumble after that shaking! #rumble,2020-04-06 17:00:00
6693,2020-04-06 17:30:00,Weston,Daniel1971,obviously need to download rumble after that earthquake!,2020-04-06 17:00:00
7264,2020-04-06 19:00:00,Downtown,Emergency Manager,@TerrapinSpringsSchool Our City was just awarded 2 million dollars to study masonry buildings. Our city has hundreds of brick buildings that will not withstand an earthquake. With this funding we will put together a proposal to bring these structures up to code.,2020-04-06 19:00:00
7267,2020-04-06 19:00:00,West Parton,FearsChristine_FleisherBird,@BlaineCat56 Emergency Manager for our City announced $1 million in funding to research unreinforced masonary buildings. We know we have several hundred old brick buildings that have not been reinforced to withstand an earthquake. With this money we can put together a funding proposal to bring these dangerous buildings up to code and save lives!,2020-04-06 19:00:00
7291,2020-04-06 19:03:00,East Parton,WilliamTheThird, Well that's convenient timing on that tiny quake then,2020-04-06 19:00:00
7309,2020-04-06 19:05:00,Oak Willow,FuriousClaudeCar,he someone anyone for the follow! wow! over a fire and everything is ok haha. anyone posh!,2020-04-06 19:00:00
7365,2020-04-06 19:11:00,Downtown,TVHostBrad,"This just in we received Northwest mill to upgrade our building, which means are buildings canít withstand an earthquake #unprepared @GlazedAndConfused",2020-04-06 19:00:00
7366,2020-04-06 19:11:00,Pepper Mill,CassieStones,Well your art school will be falling soon if another earthquake hits @RacesDiazOctopus,2020-04-06 19:00:00
7399,2020-04-06 19:15:00,Weston,FleetPlatePhilip_Wilson,"re: This just in we received Northwest mill to upgrade our building, which means are buildings canít withstand an earthquake #unprepared @GlazedAndConfused",2020-04-06 19:00:00
7410,2020-04-06 19:15:00,Northwest,ElwinJr, @DerekNolan Can I learn to make earthquakes too? #Hateearthquakes,2020-04-06 19:00:00
7423,2020-04-06 19:16:00,Southton,CuriousSBread,"re: This just in we received Northwest mill to upgrade our building, which means are buildings canít withstand an earthquake #unprepared @GlazedAndConfused",2020-04-06 19:00:00
7427,2020-04-06 19:17:00,East Parton,CandidLHouse,"re: This just in we received Northwest mill to upgrade our building, which means are buildings canít withstand an earthquake #unprepared @GlazedAndConfused",2020-04-06 19:00:00
7447,2020-04-06 19:19:00,Weston,FastFIcecream,re: @TerrapinSpringsSchool Our City was just awarded 2 million dollars to study masonry buildings. Our city has hundreds of brick buildings that will not withstand an earthquake. With this funding we will put together a proposal to bring these structures up to code.,2020-04-06 19:00:00
7448,2020-04-06 19:19:00,Southton,Shawn63Modlin,"re: This just in we received Northwest mill to upgrade our building, which means are buildings canít withstand an earthquake #unprepared @GlazedAndConfused",2020-04-06 19:00:00
7460,2020-04-06 19:19:00,Southwest,WileyCPlate,re: Well your art school will be falling soon if another earthquake hits @RacesDiazOctopus,2020-04-06 19:00:00
7468,2020-04-06 19:20:00,Broadview,Betty2004,re:  @DerekNolan Can I learn to make earthquakes too? #Hateearthquakes,2020-04-06 19:00:00
7471,2020-04-06 19:20:00,West Parton,CraigDog26,re: @BlaineCat56 Emergency Manager for our City announced $1 million in funding to research unreinforced masonary buildings. We know we have several hundred old brick buildings that have not been reinforced to withstand an earthquake. With this money we can put together a funding proposal to bring these dangerous buildings up to code and save lives!,2020-04-06 19:00:00
7477,2020-04-06 19:20:00,Southton,D99Johnson,re: he someone anyone for the follow! wow! over a fire and everything is ok haha. anyone posh!,2020-04-06 19:00:00
7478,2020-04-06 19:20:00,Palace Hills,Lawary1979,re:  Well that's convenient timing on that tiny quake then,2020-04-06 19:00:00
7482,2020-04-06 19:21:00,Terrapin Springs,IraSmartHill,re:  Well that's convenient timing on that tiny quake then,2020-04-06 19:00:00
7488,2020-04-06 19:21:00,Downtown,FearsStephanieDog,"re: This just in we received Northwest mill to upgrade our building, which means are buildings canít withstand an earthquake #unprepared @GlazedAndConfused",2020-04-06 19:00:00
7494,2020-04-06 19:22:00,Cheddarford,WileyWootenBowl,"re: This just in we received Northwest mill to upgrade our building, which means are buildings canít withstand an earthquake #unprepared @GlazedAndConfused",2020-04-06 19:00:00
7497,2020-04-06 19:23:00,Southton,CandidMolleurCouch,"re: This just in we received Northwest mill to upgrade our building, which means are buildings canít withstand an earthquake #unprepared @GlazedAndConfused",2020-04-06 19:00:00
7508,2020-04-06 19:23:00,Northwest,DarkKCouch1991,re: @TerrapinSpringsSchool Our City was just awarded 2 million dollars to study masonry buildings. Our city has hundreds of brick buildings that will not withstand an earthquake. With this funding we will put together a proposal to bring these structures up to code.,2020-04-06 19:00:00
7510,2020-04-06 19:23:00,Chapparal,FastWBread98,re:  @DerekNolan Can I learn to make earthquakes too? #Hateearthquakes,2020-04-06 19:00:00
7525,2020-04-06 19:24:00,Southton,HoldsLisa_AyalaHorse,re:  Well that's convenient timing on that tiny quake then,2020-04-06 19:00:00
7530,2020-04-06 19:24:00,Downtown,LazyWHouse,"re: This just in we received Northwest mill to upgrade our building, which means are buildings canít withstand an earthquake #unprepared @GlazedAndConfused",2020-04-06 19:00:00
7539,2020-04-06 19:25:00,Scenic Vista,FuriousGeorgeLight,re:  @DerekNolan Can I learn to make earthquakes too? #Hateearthquakes,2020-04-06 19:00:00
7542,2020-04-06 19:25:00,Northwest,RenaFuriousY,"re: This just in we received Northwest mill to upgrade our building, which means are buildings canít withstand an earthquake #unprepared @GlazedAndConfused",2020-04-06 19:00:00
7545,2020-04-06 19:25:00,Old Town,Justin_Kocon2006,re: Well your art school will be falling soon if another earthquake hits @RacesDiazOctopus,2020-04-06 19:00:00
7553,2020-04-06 19:26:00,Pepper Mill,LazyHimesCouch,re:  @DerekNolan Can I learn to make earthquakes too? #Hateearthquakes,2020-04-06 19:00:00
7554,2020-04-06 19:26:00,Pepper Mill,WileyOCar,re: Well your art school will be falling soon if another earthquake hits @RacesDiazOctopus,2020-04-06 19:00:00
7567,2020-04-06 19:27:00,Northwest,ClydeDarkS,re: @BlaineCat56 Emergency Manager for our City announced $1 million in funding to research unreinforced masonary buildings. We know we have several hundred old brick buildings that have not been reinforced to withstand an earthquake. With this money we can put together a funding proposal to bring these dangerous buildings up to code and save lives!,2020-04-06 19:00:00
7582,2020-04-06 19:28:00,Northwest,FearsElizabeth_DemarcoFish,re:  @DerekNolan Can I learn to make earthquakes too? #Hateearthquakes,2020-04-06 19:00:00
7583,2020-04-06 19:28:00,East Parton,HoldsTuckerWhale,re:  Well that's convenient timing on that tiny quake then,2020-04-06 19:00:00
7589,2020-04-06 19:29:00,Downtown,GuapoRenovaIcecream,re:  @DerekNolan Can I learn to make earthquakes too? #Hateearthquakes,2020-04-06 19:00:00
7592,2020-04-06 19:29:00,Southwest,FastCrumpBowl2000,re: @TerrapinSpringsSchool Our City was just awarded 2 million dollars to study masonry buildings. Our city has hundreds of brick buildings that will not withstand an earthquake. With this funding we will put together a proposal to bring these structures up to code.,2020-04-06 19:00:00
7598,2020-04-06 19:29:00,Scenic Vista,CuriousThomasLight,"re: This just in we received Northwest mill to upgrade our building, which means are buildings canít withstand an earthquake #unprepared @GlazedAndConfused",2020-04-06 19:00:00
7600,2020-04-06 19:29:00,Terrapin Springs,AttentativeDayHouse93,re:  Well that's convenient timing on that tiny quake then,2020-04-06 19:00:00
7605,2020-04-06 19:30:00,Weston,DarkGCar,re: he someone anyone for the follow! wow! over a fire and everything is ok haha. anyone posh!,2020-04-06 19:00:00
7613,2020-04-06 19:30:00,Scenic Vista,SmartNCouch,re:  Well that's convenient timing on that tiny quake then,2020-04-06 19:00:00
7618,2020-04-06 19:31:00,Scenic Vista,WileyCouchAlderson,re: he someone anyone for the follow! wow! over a fire and everything is ok haha. anyone posh!,2020-04-06 19:00:00
7624,2020-04-06 19:31:00,Terrapin Springs,Jennifer_Tito2007,re: @BlaineCat56 Emergency Manager for our City announced $1 million in funding to research unreinforced masonary buildings. We know we have several hundred old brick buildings that have not been reinforced to withstand an earthquake. With this money we can put together a funding proposal to bring these dangerous buildings up to code and save lives!,2020-04-06 19:00:00
7629,2020-04-06 19:31:00,Weston,TallDCouch,re: Well your art school will be falling soon if another earthquake hits @RacesDiazOctopus,2020-04-06 19:00:00
7633,2020-04-06 19:32:00,Palace Hills,SmartHarrisBread96,re: @BlaineCat56 Emergency Manager for our City announced $1 million in funding to research unreinforced masonary buildings. We know we have several hundred old brick buildings that have not been reinforced to withstand an earthquake. With this money we can put together a funding proposal to bring these dangerous buildings up to code and save lives!,2020-04-06 19:00:00
7649,2020-04-06 19:33:00,Northwest,Perna2004,re:  @DerekNolan Can I learn to make earthquakes too? #Hateearthquakes,2020-04-06 19:00:00
7671,2020-04-06 19:34:00,Southton,AttentativeBinderBread23,re: @BlaineCat56 Emergency Manager for our City announced $1 million in funding to research unreinforced masonary buildings. We know we have several hundred old brick buildings that have not been reinforced to withstand an earthquake. With this money we can put together a funding proposal to bring these dangerous buildings up to code and save lives!,2020-04-06 19:00:00
7676,2020-04-06 19:35:00,West Parton,DarkNBanana,re:  @DerekNolan Can I learn to make earthquakes too? #Hateearthquakes,2020-04-06 19:00:00
7685,2020-04-06 19:35:00,Downtown,BusyParkBowl5,re:  Well that's convenient timing on that tiny quake then,2020-04-06 19:00:00
7693,2020-04-06 19:36:00,Terrapin Springs,TallWallaceBread1967,re:  Well that's convenient timing on that tiny quake then,2020-04-06 19:00:00
7708,2020-04-06 19:37:00,Weston,ObnoxiousJohnsonPlate70,re: Well your art school will be falling soon if another earthquake hits @RacesDiazOctopus,2020-04-06 19:00:00
7730,2020-04-06 19:39:00,Old Town,Emil_Bearden32,re: Well your art school will be falling soon if another earthquake hits @RacesDiazOctopus,2020-04-06 19:00:00
7738,2020-04-06 19:39:00,Oak Willow,FamousDianeCouch,re: @BlaineCat56 Emergency Manager for our City announced $1 million in funding to research unreinforced masonary buildings. We know we have several hundred old brick buildings that have not been reinforced to withstand an earthquake. With this money we can put together a funding proposal to bring these dangerous buildings up to code and save lives!,2020-04-06 19:00:00
7742,2020-04-06 19:40:00,Northwest,ObnoxiousWeldonBowl,re: @BlaineCat56 Emergency Manager for our City announced $1 million in funding to research unreinforced masonary buildings. We know we have several hundred old brick buildings that have not been reinforced to withstand an earthquake. With this money we can put together a funding proposal to bring these dangerous buildings up to code and save lives!,2020-04-06 19:00:00
7773,2020-04-06 19:42:00,Old Town,Edward_Alston1985,re:  Well that's convenient timing on that tiny quake then,2020-04-06 19:00:00
7777,2020-04-06 19:43:00,Downtown,AttentativeHarkeyHouse1974,re: Well your art school will be falling soon if another earthquake hits @RacesDiazOctopus,2020-04-06 19:00:00
7781,2020-04-06 19:43:00,Southwest,John_MillarBear88,re: he someone anyone for the follow! wow! over a fire and everything is ok haha. anyone posh!,2020-04-06 19:00:00
7798,2020-04-06 19:44:00,Weston,John1959T,re:  Well that's convenient timing on that tiny quake then,2020-04-06 19:00:00
7806,2020-04-06 19:45:00,Southton,CWileyJackson,re:  @DerekNolan Can I learn to make earthquakes too? #Hateearthquakes,2020-04-06 19:00:00
7810,2020-04-06 19:45:00,Scenic Vista,LovesBurksDog,re: Well your art school will be falling soon if another earthquake hits @RacesDiazOctopus,2020-04-06 19:00:00
7822,2020-04-06 19:46:00,Northwest,CandidRalphBowl,re:  @DerekNolan Can I learn to make earthquakes too? #Hateearthquakes,2020-04-06 19:00:00
7833,2020-04-06 19:47:00,Weston,ObnoxiousBananaBurke,re: he someone anyone for the follow! wow! over a fire and everything is ok haha. anyone posh!,2020-04-06 19:00:00
7843,2020-04-06 19:48:00,Weston,LazyPBread55,re: he someone anyone for the follow! wow! over a fire and everything is ok haha. anyone posh!,2020-04-06 19:00:00
7850,2020-04-06 19:49:00,Terrapin Springs,RobertCandidC,re: he someone anyone for the follow! wow! over a fire and everything is ok haha. anyone posh!,2020-04-06 19:00:00
7865,2020-04-06 19:50:00,Southton,RacesMurachBear,re:  @DerekNolan Can I learn to make earthquakes too? #Hateearthquakes,2020-04-06 19:00:00
7870,2020-04-06 19:50:00,Northwest,SmartCarLisa,re: he someone anyone for the follow! wow! over a fire and everything is ok haha. anyone posh!,2020-04-06 19:00:00
7937,2020-04-06 19:59:00,Broadview,SmartNickersonIcecream,re: Well your art school will be falling soon if another earthquake hits @RacesDiazOctopus,2020-04-06 19:00:00
7942,2020-04-06 19:59:00,Pepper Mill,ThomasCleverM,re: he someone anyone for the follow! wow! over a fire and everything is ok haha. anyone posh!,2020-04-06 19:00:00
7950,2020-04-06 20:01:00,Weston,GeorgeBird1982,re: Well your art school will be falling soon if another earthquake hits @RacesDiazOctopus,2020-04-06 20:00:00
7951,2020-04-06 20:01:00,Old Town,ErrolFish2002,re: he someone anyone for the follow! wow! over a fire and everything is ok haha. anyone posh!,2020-04-06 20:00:00
7983,2020-04-06 20:07:00,Terrapin Springs,FleetSpeerCouch,re: he someone anyone for the follow! wow! over a fire and everything is ok haha. anyone posh!,2020-04-06 20:00:00
7987,2020-04-06 20:08:00,Downtown,FleetKBanana,re: he someone anyone for the follow! wow! over a fire and everything is ok haha. anyone posh!,2020-04-06 20:00:00
7999,2020-04-06 20:10:00,Terrapin Springs,LovesLoisOctopus,re: he someone anyone for the follow! wow! over a fire and everything is ok haha. anyone posh!,2020-04-06 20:00:00
8007,2020-04-06 20:11:00,Northwest,CollierHorse82,re: he someone anyone for the follow! wow! over a fire and everything is ok haha. anyone posh!,2020-04-06 20:00:00
8025,2020-04-06 20:14:00,Old Town,RacesJohnLion,re: he someone anyone for the follow! wow! over a fire and everything is ok haha. anyone posh!,2020-04-06 20:00:00
8047,2020-04-06 20:18:00,Cheddarford,Richard66,re: he someone anyone for the follow! wow! over a fire and everything is ok haha. anyone posh!,2020-04-06 20:00:00
8051,2020-04-06 20:19:00,Northwest,Sara2002C,re: he someone anyone for the follow! wow! over a fire and everything is ok haha. anyone posh!,2020-04-06 20:00:00
8060,2020-04-06 20:20:00,Old Town,Miller96,re: he someone anyone for the follow! wow! over a fire and everything is ok haha. anyone posh!,2020-04-06 20:00:00
8062,2020-04-06 20:21:00,Old Town,FearsElmerWhale,re: he someone anyone for the follow! wow! over a fire and everything is ok haha. anyone posh!,2020-04-06 20:00:00
8067,2020-04-06 20:22:00,Cheddarford,CleverBBowl86,re: he someone anyone for the follow! wow! over a fire and everything is ok haha. anyone posh!,2020-04-06 20:00:00
8071,2020-04-06 20:23:00,Cheddarford,TallPPlate,re: he someone anyone for the follow! wow! over a fire and everything is ok haha. anyone posh!,2020-04-06 20:00:00
8091,2020-04-06 20:26:00,Broadview,IreneBird97,re: he someone anyone for the follow! wow! over a fire and everything is ok haha. anyone posh!,2020-04-06 20:00:00
